X50.simulation.time,X50.simulation.CPlas,X50.simulation.CL,X50.simulation.CK,X50.simulation.CS,X50.simulation.CLu,X50.simulation.CBr,X50.simulation.Bal,X50.simulation.Abile,X50.simulation.Aurine,X50.simulation.Cbile,X50.simulation.Curine,X50.conf_intervals.time,X50.conf_intervals.CPlas_mean,X50.conf_intervals.CPlas_lower,X50.conf_intervals.CPlas_upper,X50.conf_intervals.CL_mean,X50.conf_intervals.CL_lower,X50.conf_intervals.CL_upper,X50.conf_intervals.CK_mean,X50.conf_intervals.CK_lower,X50.conf_intervals.CK_upper,X50.conf_intervals.CS_mean,X50.conf_intervals.CS_lower,X50.conf_intervals.CS_upper,X50.conf_intervals.CLu_mean,X50.conf_intervals.CLu_lower,X50.conf_intervals.CLu_upper,X50.conf_intervals.CBr_mean,X50.conf_intervals.CBr_lower,X50.conf_intervals.CBr_upper,X50.conf_intervals.Bal_mean,X50.conf_intervals.Bal_lower,X50.conf_intervals.Bal_upper,X50.conf_intervals.Abile_mean,X50.conf_intervals.Abile_lower,X50.conf_intervals.Abile_upper,X50.conf_intervals.Aurine_mean,X50.conf_intervals.Aurine_lower,X50.conf_intervals.Aurine_upper,X50.conf_intervals.Cbile_mean,X50.conf_intervals.Cbile_lower,X50.conf_intervals.Cbile_upper,X50.conf_intervals.Curine_mean,X50.conf_intervals.Curine_lower,X50.conf_intervals.Curine_upper,X100.simulation.time,X100.simulation.CPlas,X100.simulation.CL,X100.simulation.CK,X100.simulation.CS,X100.simulation.CLu,X100.simulation.CBr,X100.simulation.Bal,X100.simulation.Abile,X100.simulation.Aurine,X100.simulation.Cbile,X100.simulation.Curine,X100.conf_intervals.time,X100.conf_intervals.CPlas_mean,X100.conf_intervals.CPlas_lower,X100.conf_intervals.CPlas_upper,X100.conf_intervals.CL_mean,X100.conf_intervals.CL_lower,X100.conf_intervals.CL_upper,X100.conf_intervals.CK_mean,X100.conf_intervals.CK_lower,X100.conf_intervals.CK_upper,X100.conf_intervals.CS_mean,X100.conf_intervals.CS_lower,X100.conf_intervals.CS_upper,X100.conf_intervals.CLu_mean,X100.conf_intervals.CLu_lower,X100.conf_intervals.CLu_upper,X100.conf_intervals.CBr_mean,X100.conf_intervals.CBr_lower,X100.conf_intervals.CBr_upper,X100.conf_intervals.Bal_mean,X100.conf_intervals.Bal_lower,X100.conf_intervals.Bal_upper,X100.conf_intervals.Abile_mean,X100.conf_intervals.Abile_lower,X100.conf_intervals.Abile_upper,X100.conf_intervals.Aurine_mean,X100.conf_intervals.Aurine_lower,X100.conf_intervals.Aurine_upper,X100.conf_intervals.Cbile_mean,X100.conf_intervals.Cbile_lower,X100.conf_intervals.Cbile_upper,X100.conf_intervals.Curine_mean,X100.conf_intervals.Curine_lower,X100.conf_intervals.Curine_upper,X200.simulation.time,X200.simulation.CPlas,X200.simulation.CL,X200.simulation.CK,X200.simulation.CS,X200.simulation.CLu,X200.simulation.CBr,X200.simulation.Bal,X200.simulation.Abile,X200.simulation.Aurine,X200.simulation.Cbile,X200.simulation.Curine,X200.conf_intervals.time,X200.conf_intervals.CPlas_mean,X200.conf_intervals.CPlas_lower,X200.conf_intervals.CPlas_upper,X200.conf_intervals.CL_mean,X200.conf_intervals.CL_lower,X200.conf_intervals.CL_upper,X200.conf_intervals.CK_mean,X200.conf_intervals.CK_lower,X200.conf_intervals.CK_upper,X200.conf_intervals.CS_mean,X200.conf_intervals.CS_lower,X200.conf_intervals.CS_upper,X200.conf_intervals.CLu_mean,X200.conf_intervals.CLu_lower,X200.conf_intervals.CLu_upper,X200.conf_intervals.CBr_mean,X200.conf_intervals.CBr_lower,X200.conf_intervals.CBr_upper,X200.conf_intervals.Bal_mean,X200.conf_intervals.Bal_lower,X200.conf_intervals.Bal_upper,X200.conf_intervals.Abile_mean,X200.conf_intervals.Abile_lower,X200.conf_intervals.Abile_upper,X200.conf_intervals.Aurine_mean,X200.conf_intervals.Aurine_lower,X200.conf_intervals.Aurine_upper,X200.conf_intervals.Cbile_mean,X200.conf_intervals.Cbile_lower,X200.conf_intervals.Cbile_upper,X200.conf_intervals.Curine_mean,X200.conf_intervals.Curine_lower,X200.conf_intervals.Curine_upper
351,-6.01E-07,0.246530058,0.000398257,0.060389529,0.005289615,0.000971633,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669942,351,-4.52E-07,-7.60E-07,-1.57E-08,0.246213363,0.240127999,0.251343926,0.000400985,0.000282395,0.000557089,0.061073543,0.044569841,0.082148832,0.005402149,0.003821941,0.007609961,0.000984873,0.000701689,0.001324907,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748196,0.005903618,0.009924086,351,8.07E-08,0.493054863,0.000797008,0.120777222,0.010579809,0.001943987,37.50000041,37.49925225,3.07E-05,18749.62613,0.015339598,351,4.04E-07,-2.74E-06,8.61E-06,0.492639992,0.480909974,0.502927476,0.000812713,0.000579831,0.001093928,0.122377137,0.087360793,0.165610597,0.01059264,0.00746244,0.014350214,0.001960906,0.001401661,0.002680341,37.50000042,37.5000003,37.50000057,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.01539286,0.011799205,0.019462531,351,-7.66E-07,0.986113492,0.001593659,0.241555758,0.021159198,0.003884416,75.00000082,74.99850451,6.14E-05,37499.25225,0.030679401,351,-2.42E-07,-1.30E-06,1.97E-07,0.985219809,0.960397449,1.0056597,0.00160497,0.001136217,0.002206647,0.24451964,0.177599542,0.32724195,0.021456232,0.015568101,0.028772989,0.003936459,0.002797585,0.005409066,75.00000084,75.00000059,75.00000115,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818395,0.023836708,0.040316886
352,-5.36E-07,0.246529793,0.000398282,0.060389437,0.005289644,0.000976869,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669928,352,-3.97E-07,-6.84E-07,-1.44E-08,0.246213141,0.240127686,0.251343919,0.000401006,0.000282403,0.000557114,0.061073465,0.044569707,0.082148678,0.005402173,0.003821982,0.007609966,0.000990175,0.000705484,0.001332022,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748184,0.005903607,0.009924084,352,7.25E-08,0.493054897,0.000797005,0.120777234,0.010579805,0.001954449,37.50000041,37.49925225,3.07E-05,18749.62613,0.0153396,352,3.21E-07,-1.22E-06,6.79E-06,0.492640306,0.480909978,0.502927475,0.000812681,0.00057983,0.001093928,0.122377221,0.087360411,0.165610603,0.0105926,0.007462432,0.014350211,0.001971448,0.001409202,0.002694713,37.50000042,37.5000003,37.50000057,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392878,0.011799207,0.01946253,352,-6.96E-07,0.986113206,0.001593685,0.241555658,0.021159229,0.00390534,75.00000083,74.99850451,6.14E-05,37499.25225,0.030679385,352,-1.88E-07,-1.15E-06,1.64E-07,0.985219593,0.960397869,1.005659618,0.001604992,0.001136198,0.002206672,0.244519568,0.177599577,0.327241942,0.021456256,0.015568102,0.028772992,0.003957631,0.002812621,0.00543817,75.00000084,75.0000006,75.00000115,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818383,0.023836708,0.040316891
353,-4.72E-07,0.246529528,0.000398307,0.060389344,0.005289673,0.000982105,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669913,353,-3.49E-07,-6.17E-07,-1.33E-08,0.246212942,0.240127373,0.251343911,0.000401024,0.00028241,0.000557138,0.061073394,0.044569654,0.082148525,0.005402195,0.003822002,0.007609971,0.000995474,0.000709279,0.001339137,18.75000021,18.75000015,18.75000028,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748173,0.005903597,0.009924082,353,6.42E-08,0.493054931,0.000797002,0.120777245,0.010579801,0.001964911,37.50000042,37.49925225,3.07E-05,18749.62613,0.015339601,353,2.18E-07,-1.03E-06,5.74E-06,0.492640717,0.480909983,0.502940732,0.00081264,0.000579829,0.001093927,0.122377346,0.087359742,0.16561061,0.010592553,0.007462423,0.014350209,0.001981988,0.001416742,0.002709086,37.50000042,37.5000003,37.50000058,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392902,0.011799209,0.01946253,353,-6.26E-07,0.986112921,0.001593712,0.241555559,0.021159261,0.003926263,75.00000083,74.99850451,6.14E-05,37499.25225,0.03067937,353,-1.01E-07,-1.01E-06,1.40E-07,0.985219242,0.960397945,1.005659536,0.001605026,0.001136194,0.002206696,0.244519435,0.177599613,0.327241935,0.021456294,0.015568104,0.028772995,0.003978798,0.002827658,0.005467275,75.00000084,75.0000006,75.00000116,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818362,0.023836708,0.040316897
354,-4.07E-07,0.246529263,0.000398332,0.060389251,0.005289702,0.000987341,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669899,354,-3.05E-07,-5.62E-07,-1.20E-08,0.246212762,0.240127059,0.251343904,0.000401041,0.000282411,0.000557162,0.06107333,0.044569648,0.082148371,0.005402215,0.003822004,0.007609975,0.001000771,0.000713074,0.001346252,18.75000021,18.75000015,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748163,0.005903586,0.00992408,354,5.60E-08,0.493054965,0.000796998,0.120777257,0.010579797,0.001975374,37.50000042,37.49925225,3.07E-05,18749.62613,0.015339603,354,1.07E-07,-9.32E-07,4.95E-06,0.492641178,0.480910111,0.502992147,0.000812597,0.000579828,0.001093927,0.122377494,0.087358785,0.165610617,0.010592503,0.007462419,0.014350206,0.001992525,0.001424283,0.002723459,37.50000042,37.5000003,37.50000058,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392928,0.01179921,0.019462531,354,-5.56E-07,0.986112635,0.001593739,0.241555459,0.021159292,0.003947187,75.00000084,74.99850451,6.14E-05,37499.25225,0.030679354,354,-2.37E-08,-9.09E-07,1.17E-07,0.985218925,0.960397972,1.005659454,0.001605056,0.001136193,0.00220672,0.244519305,0.177599649,0.327241928,0.021456327,0.015568106,0.028772998,0.00399996,0.002842694,0.005496379,75.00000085,75.0000006,75.00000117,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818344,0.023836708,0.040316903
355,-3.42E-07,0.246528998,0.000398356,0.060389159,0.005289732,0.000992577,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669884,355,-2.65E-07,-5.03E-07,-1.08E-08,0.246212596,0.240126746,0.251343902,0.000401057,0.000282411,0.000557187,0.061073271,0.044569643,0.082148217,0.005402233,0.003822006,0.00760998,0.001006067,0.000716868,0.001353367,18.75000021,18.75000015,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748154,0.005903576,0.009924077,355,4.77E-08,0.493054999,0.000796995,0.120777269,0.010579794,0.001985836,37.50000042,37.49925225,3.07E-05,18749.62613,0.015339605,355,6.21E-08,-8.36E-07,3.95E-06,0.492641362,0.480910251,0.503001466,0.00081258,0.000579827,0.001093927,0.122377555,0.08735754,0.165610623,0.010592483,0.007462416,0.014350204,0.002003064,0.001431824,0.002737831,37.50000043,37.5000003,37.50000058,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392939,0.011799212,0.019462531,355,-4.87E-07,0.986112349,0.001593766,0.241555359,0.021159324,0.003968111,75.00000084,74.99850451,6.14E-05,37499.25225,0.030679339,355,2.81E-08,-8.02E-07,9.70E-08,0.985218709,0.960398,1.005659373,0.001605076,0.001136192,0.002206745,0.244519208,0.177599685,0.32724192,0.021456349,0.015568107,0.028773001,0.004021115,0.00285773,0.005525484,75.00000085,75.00000061,75.00000117,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818332,0.023836708,0.040316909
356,-2.78E-07,0.246528734,0.000398381,0.060389066,0.005289761,0.000997813,18.75000021,18.74962613,1.53E-05,9374.813064,0.00766987,356,-2.25E-07,-4.48E-07,-9.33E-09,0.246212434,0.240126433,0.251343901,0.000401072,0.000282412,0.000557211,0.061073214,0.044569637,0.082148064,0.00540225,0.003822009,0.007609985,0.001011362,0.000720663,0.001360481,18.75000021,18.75000015,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748145,0.005903565,0.009924075,356,3.95E-08,0.493055033,0.000796992,0.120777281,0.01057979,0.001996298,37.50000042,37.49925225,3.07E-05,18749.62613,0.015339607,356,5.83E-08,-7.09E-07,2.79E-06,0.492641383,0.480910391,0.503002409,0.000812579,0.000579782,0.001093926,0.122377559,0.087356009,0.16561063,0.010592481,0.007462412,0.014350201,0.002013603,0.001439366,0.002752204,37.50000043,37.50000031,37.50000058,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.01539294,0.011799214,0.019462531,356,-4.17E-07,0.986112063,0.001593793,0.241555259,0.021159355,0.003989035,75.00000085,74.99850451,6.14E-05,37499.25225,0.030679323,356,5.88E-08,-7.01E-07,8.05E-08,0.985218581,0.960398027,1.005659291,0.001605088,0.001136191,0.002206769,0.244519143,0.177599721,0.327241913,0.021456362,0.015568109,0.028773004,0.004042266,0.002872767,0.005554588,75.00000086,75.00000061,75.00000118,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818325,0.023836708,0.040316914
357,-2.13E-07,0.246528469,0.000398406,0.060388973,0.00528979,0.001003049,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669855,357,-1.87E-07,-3.95E-07,-7.63E-09,0.246212276,0.240126119,0.251343899,0.000401087,0.000282412,0.000557236,0.061073158,0.044569632,0.08214791,0.005402268,0.003822011,0.007609989,0.001016657,0.000724458,0.001367596,18.75000022,18.75000015,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748136,0.005903555,0.009924073,357,3.12E-08,0.493055067,0.000796989,0.120777293,0.010579786,0.00200676,37.50000043,37.49925225,3.07E-05,18749.62613,0.015339609,357,4.92E-08,-6.35E-07,2.04E-06,0.492641425,0.480910532,0.503003834,0.000812575,0.000579633,0.001093926,0.122377573,0.08735419,0.165610637,0.010592477,0.007462407,0.014350198,0.002024138,0.001446908,0.002766576,37.50000043,37.50000031,37.50000059,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392943,0.011799215,0.019462532,357,-3.47E-07,0.986111777,0.00159382,0.241555159,0.021159387,0.004009958,75.00000085,74.99850451,6.14E-05,37499.25225,0.030679307,357,8.15E-08,-6.11E-07,5.88E-08,0.985218487,0.960398054,1.005659209,0.001605097,0.00113619,0.002206794,0.244519096,0.177599727,0.327241905,0.021456372,0.015568111,0.028773007,0.004063412,0.002887803,0.005583692,75.00000086,75.00000061,75.00000119,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.03081832,0.023836707,0.04031692
358,-1.49E-07,0.246528204,0.000398431,0.060388881,0.005289819,0.001008285,18.75000021,18.74962613,1.53E-05,9374.813064,0.007669841,358,-1.49E-07,-3.56E-07,-5.59E-09,0.246212121,0.240125806,0.251343898,0.000401101,0.000282412,0.00055726,0.061073103,0.044569626,0.082147783,0.005402285,0.003822014,0.007609994,0.001021949,0.000728253,0.001374711,18.75000022,18.75000015,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748127,0.005903553,0.009924072,358,2.30E-08,0.493055101,0.000796986,0.120777305,0.010579783,0.002017222,37.50000043,37.49925225,3.07E-05,18749.62613,0.015339611,358,4.35E-08,-5.56E-07,1.57E-06,0.492641449,0.480910667,0.503005741,0.000812574,0.000579594,0.001093926,0.12237758,0.087352084,0.165610643,0.010592475,0.007462402,0.014350196,0.002034671,0.001454449,0.002780949,37.50000043,37.50000031,37.50000059,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392944,0.011799217,0.019462532,358,-2.77E-07,0.986111492,0.001593847,0.241555059,0.021159418,0.004030882,75.00000086,74.99850451,6.14E-05,37499.25225,0.030679292,358,8.00E-08,-5.12E-07,4.51E-08,0.985218493,0.960398081,1.005659198,0.001605097,0.001136189,0.002206818,0.244519095,0.177599728,0.327241898,0.021456371,0.015568112,0.02877301,0.004084552,0.002902838,0.005612797,75.00000087,75.00000062,75.00000119,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818321,0.023836707,0.040316926
359,-8.43E-08,0.246527939,0.000398456,0.060388788,0.005289848,0.00101352,18.75000022,18.74962613,1.53E-05,9374.813064,0.007669827,359,-1.14E-07,-3.13E-07,-4.40E-09,0.246211975,0.240125493,0.251343897,0.000401115,0.000282413,0.000557285,0.061073051,0.04456962,0.082147775,0.0054023,0.003822016,0.007609994,0.001027237,0.000732041,0.001381692,18.75000022,18.75000016,18.75000029,18.74962615,18.74962583,18.74962656,1.55E-05,1.18E-05,1.98E-05,9374.813074,9374.812914,9374.813282,0.007748119,0.005903553,0.009924072,359,1.47E-08,0.493055135,0.000796983,0.120777317,0.010579779,0.002027684,37.50000043,37.49925225,3.07E-05,18749.62613,0.015339612,359,3.19E-08,-4.93E-07,1.23E-06,0.492641498,0.480910682,0.503008128,0.000812569,0.000579556,0.001093925,0.122377599,0.08734785,0.16561065,0.01059247,0.007462398,0.014350193,0.002045198,0.001461991,0.002795323,37.50000043,37.50000031,37.50000059,37.49925227,37.49925163,37.49925313,3.08E-05,2.36E-05,3.89E-05,18749.62614,18749.62582,18749.62656,0.015392947,0.011799219,0.019462533,359,-2.07E-07,0.986111206,0.001593874,0.241554959,0.02115945,0.004051806,75.00000086,74.99850451,6.14E-05,37499.25225,0.030679276,359,5.04E-08,-4.15E-07,3.38E-08,0.985218612,0.960398109,1.005659194,0.001605085,0.001136188,0.002206842,0.244519148,0.17759973,0.32724189,0.021456359,0.015568114,0.028773013,0.004105686,0.00291787,0.005641901,75.00000087,75.00000062,75.0000012,74.99850456,74.99850326,74.99850616,6.16E-05,4.77E-05,8.06E-05,37499.25228,37499.25163,37499.25308,0.030818328,0.023836707,0.04031693
360,-3.46E-08,0.264709554,0.000398475,0.060388717,0.00528987,0.001018751,20.00000022,19.99960113,1.53E-05,9999.800564,0.007669815,360,-8.31E-08,-2.74E-07,-3.79E-09,0.264393666,0.258306998,0.269525713,0.000401127,0.000282413,0.000557309,0.061073006,0.044569615,0.082147766,0.005402314,0.003822018,0.007609995,0.001032519,0.000735822,0.001388648,20.00000022,20.00000016,20.00000029,19.99960115,19.99960083,19.99960156,1.55E-05,1.18E-05,1.98E-05,9999.800574,9999.800414,9999.800782,0.007748112,0.005903553,0.009924072,360,6.45E-09,0.529418805,0.000796979,0.120777329,0.010579775,0.002038146,40.00000043,39.99920225,3.07E-05,19999.60113,0.015339614,360,2.31E-08,-4.41E-07,8.43E-07,0.529005172,0.517274333,0.539374634,0.000812566,0.000579517,0.001093925,0.12237761,0.087348176,0.165610657,0.010592466,0.007462398,0.014350191,0.002055721,0.001469533,0.002809696,40.00000044,40.00000031,40.0000006,39.99920227,39.99920163,39.99920313,3.08E-05,2.36E-05,3.89E-05,19999.60114,19999.60082,19999.60156,0.01539295,0.01179922,0.019462533,360,-1.37E-07,1.058838193,0.001593901,0.241554859,0.021159481,0.00407273,80.00000086,79.99840451,6.14E-05,39999.20225,0.030679261,360,-7.57E-09,-3.15E-07,2.43E-08,1.057946113,1.033125409,1.078386464,0.001605061,0.001136187,0.002206867,0.244519252,0.177599732,0.327241883,0.021456335,0.015568116,0.028773016,0.00412681,0.002932902,0.005670996,80.00000088,80.00000062,80.0000012,79.99840456,79.99840326,79.99840616,6.16E-05,4.77E-05,8.06E-05,39999.20228,39999.20163,39999.20308,0.030818341,0.023836707,0.04031693
361,0.000405832,0.261299861,0.000581463,0.063832835,0.005825521,0.001048619,20.00000022,19.99960119,1.62E-05,9999.800597,0.00809039,361,0.00039275,0.000273019,0.000532658,0.261011291,0.254044763,0.266840422,0.000579142,0.000422696,0.000780173,0.064566098,0.047112951,0.086891055,0.0059381,0.00422555,0.008320552,0.001061673,0.000760102,0.001423489,20.00000022,20.00000016,20.0000003,19.99960122,19.99960088,19.99960165,1.64E-05,1.25E-05,2.10E-05,9999.800608,9999.800439,9999.800825,0.008175073,0.006253577,0.01047863,361,0.000721326,0.522965013,0.001128093,0.127794574,0.011610261,0.002092447,40.00000044,39.99920239,3.24E-05,19999.60119,0.016200905,361,0.000726088,0.000531207,0.000975595,0.522492483,0.508989778,0.534199871,0.001147228,0.000844194,0.001511998,0.129459,0.092663372,0.17462487,0.011624192,0.008283153,0.015652339,0.002110399,0.00151915,0.002882347,40.00000044,40.00000031,40.0000006,39.99920241,39.99920173,39.99920331,3.25E-05,2.49E-05,4.10E-05,19999.6012,19999.60087,19999.60166,0.01625393,0.01244813,0.020512207,361,0.001452397,1.04590179,0.002259979,0.255576526,0.02322503,0.004181929,80.00000087,79.99840478,6.48E-05,39999.20239,0.032399797,361,0.001422248,0.001021442,0.001861014,1.045067039,1.017353983,1.067898472,0.002260797,0.001629769,0.00301491,0.258724755,0.188081499,0.345476695,0.023523456,0.01719341,0.03144181,0.004234455,0.003013662,0.005795812,80.00000088,80.00000063,80.00000121,79.99840484,79.99840346,79.99840652,6.51E-05,5.04E-05,8.50E-05,39999.20242,39999.20173,39999.20326,0.032550418,0.025207467,0.042512556
362,5.07E-05,0.262754932,0.000444592,0.064341895,0.005665401,0.001032865,20.00000022,19.9996012,1.63E-05,9999.800601,0.008169792,362,6.62E-05,3.16E-05,0.000120153,0.262354489,0.255823662,0.26787647,0.00045342,0.000320994,0.00062247,0.065046824,0.047486826,0.087527654,0.005792106,0.004107117,0.008165797,0.001047711,0.00074691,0.001409824,20.00000022,20.00000016,20.0000003,19.99960122,19.99960088,19.99960166,1.65E-05,1.26E-05,2.11E-05,9999.800612,9999.800441,9999.800832,0.00824955,0.006291184,0.010563735,362,0.000158414,0.525276381,0.000911161,0.128602073,0.011356513,0.002069798,40.00000044,39.9992024,3.27E-05,19999.6012,0.016326837,362,0.000181068,0.000110288,0.000274733,0.524737065,0.512037037,0.53590654,0.000936659,0.000669884,0.001254199,0.13026717,0.09308849,0.176024781,0.011379792,0.008049633,0.015390217,0.002088918,0.001495823,0.002850788,40.00000044,40.00000032,40.0000006,39.99920242,39.99920174,39.99920333,3.28E-05,2.51E-05,4.14E-05,19999.60121,19999.60087,19999.60167,0.016377938,0.012549777,0.020679152,362,0.000261348,1.050779943,0.001800941,0.257283645,0.02268801,0.004132709,80.00000087,79.9984048,6.53E-05,39999.2024,0.032666074,362,0.000291342,0.000163356,0.000460234,1.049699991,1.022846978,1.071746721,0.001824464,0.001293478,0.002461529,0.260386652,0.18911029,0.348235123,0.023016776,0.016726336,0.030853162,0.004189124,0.00297718,0.005749921,80.00000089,80.00000063,80.00000122,79.99840486,79.99840348,79.99840656,6.56E-05,5.08E-05,8.58E-05,39999.20243,39999.20174,39999.20328,0.032806344,0.025385952,0.042906333
363,5.09E-05,0.262754232,0.000444661,0.064341642,0.005665482,0.001038471,20.00000022,19.9996012,1.63E-05,9999.800601,0.008169752,363,4.72E-05,2.52E-05,7.01E-05,0.262432094,0.25591149,0.267966737,0.000446081,0.00031765,0.000617837,0.065075171,0.047500548,0.087533837,0.005783655,0.004093433,0.00814074,0.001052235,0.000750834,0.001414206,20.00000022,20.00000016,20.0000003,19.99960122,19.99960088,19.99960167,1.65E-05,1.26E-05,2.12E-05,9999.800612,9999.800441,9999.800833,0.008253913,0.006290772,0.010577684,363,3.00E-05,0.525802407,0.000861688,0.128786088,0.011298636,0.00207327,40.00000044,39.9992024,3.27E-05,19999.6012,0.016355539,363,5.01E-05,-1.64E-05,0.000136653,0.525275015,0.512639453,0.536407017,0.000886007,0.000624572,0.001196517,0.130459332,0.0931365,0.176360108,0.011320818,0.007966546,0.015327322,0.002092328,0.001498375,0.002858361,40.00000044,40.00000032,40.00000061,39.99920242,39.99920174,39.99920334,3.28E-05,2.52E-05,4.15E-05,19999.60121,19999.60087,19999.60167,0.01640743,0.012577112,0.020736066,363,5.07E-05,1.051643073,0.001719773,0.257585561,0.022593057,0.004142428,80.00000088,79.99840481,6.54E-05,39999.2024,0.032713166,363,6.35E-05,1.67E-06,0.000160566,1.05063615,1.024011918,1.07262339,0.001736551,0.00122707,0.002374626,0.260723821,0.18934402,0.348893407,0.022914891,0.016634643,0.030743875,0.00419808,0.002983272,0.00576701,80.00000089,80.00000063,80.00000122,79.99840487,79.99840348,79.99840657,6.57E-05,5.08E-05,8.60E-05,39999.20243,39999.20174,39999.20328,0.03285811,0.02542138,0.04297963
364,2.70E-05,0.262852169,0.000435454,0.064375893,0.005654711,0.001042628,20.00000022,19.9996012,1.64E-05,9999.800601,0.008175094,364,2.53E-05,8.33E-06,5.38E-05,0.262520831,0.255981383,0.268072323,0.000437615,0.000310398,0.000610792,0.065106583,0.047520511,0.087590445,0.005773737,0.004083465,0.008127436,0.00105658,0.000752842,0.001420143,20.00000022,20.00000016,20.0000003,19.99960122,19.99960088,19.99960167,1.65E-05,1.26E-05,2.12E-05,9999.800612,9999.800442,9999.800833,0.008258798,0.006296365,0.010582547,364,2.08E-06,0.525917009,0.000850911,0.128826176,0.011286029,0.002082776,40.00000044,39.9992024,3.27E-05,19999.6012,0.016361791,364,6.27E-06,-3.63E-05,6.77E-05,0.525458824,0.512884081,0.536484905,0.000869129,0.000618302,0.001174162,0.130525605,0.093159607,0.176689148,0.0113013,0.007949707,0.015308339,0.002100976,0.001502167,0.002871135,40.00000045,40.00000032,40.00000061,39.99920243,39.99920174,39.99920334,3.28E-05,2.52E-05,4.15E-05,19999.60121,19999.60087,19999.60167,0.016417553,0.012585215,0.020755137,364,4.49E-06,1.051832623,0.001701949,0.257651862,0.022572206,0.004162022,80.00000088,79.99840481,6.54E-05,39999.2024,0.032723507,364,4.02E-06,-1.74E-05,4.05E-05,1.050882344,1.024379382,1.072769132,0.001713618,0.001211018,0.002355609,0.260813547,0.189423916,0.349066715,0.02288847,0.01660846,0.030701357,0.004217157,0.002997106,0.005795027,80.0000009,80.00000064,80.00000123,79.99840487,79.99840348,79.99840657,6.57E-05,5.09E-05,8.60E-05,39999.20243,39999.20174,39999.20329,0.032871834,0.025428166,0.043003466
